I,epsilon,chi,undercover_norm,cons_norm,understaffing_norm,perf_norm
50,0,3,9.540000000000004,6.401463414634149,9.54,0.0
50,0,4,9.540000000000004,6.401463414634149,9.54,0.0
50,0,5,9.540000000000004,6.401463414634149,9.54,0.0
50,0,6,9.540000000000004,6.401463414634149,9.54,0.0
50,0,7,9.540000000000004,6.401463414634149,9.54,0.0
50,0,8,9.540000000000004,6.401463414634149,9.54,0.0
50,0.01,3,9.739063414634144,6.401463414634149,9.54,0.19906341463414634
50,0.01,4,9.855146341463414,6.401463414634149,9.54,0.31514634146341464
50,0.01,5,9.933795121951219,6.401463414634149,9.54,0.393795121951219
50,0.01,6,10.010492682926829,6.401463414634149,9.54,0.47049268292682916
50,0.01,7,10.03957073170732,6.401463414634149,9.54,0.4995707317073172
50,0.01,8,10.084887804878049,6.401463414634149,9.54,0.5448878048780489
50,0.02,3,9.938126829268295,6.401463414634149,9.54,0.3981268292682927
50,0.02,4,10.17029268292683,6.401463414634149,9.54,0.6302926829268293
50,0.02,5,10.327590243902439,6.401463414634149,9.54,0.787590243902438
50,0.02,6,10.480985365853659,6.401463414634149,9.54,0.9409853658536583
50,0.02,7,10.539141463414635,6.401463414634149,9.54,0.9991414634146344
50,0.02,8,10.629775609756097,6.401463414634149,9.54,1.0897756097560978
50,0.03,3,10.137190243902438,6.401463414634149,9.54,0.5971902439024395
50,0.03,4,10.485439024390242,6.401463414634149,9.54,0.9454390243902435
50,0.03,5,10.721385365853662,6.401463414634149,9.54,1.1813853658536586
50,0.03,6,10.951478048780485,6.401463414634149,9.54,1.411478048780487
50,0.03,7,11.038712195121951,6.401463414634149,9.54,1.4987121951219502
50,0.03,8,11.174663414634145,6.401463414634149,9.54,1.6346634146341454
50,0.04,3,10.336253658536586,6.401463414634149,9.54,0.7962536585365854
50,0.04,4,10.800585365853657,6.401463414634149,9.54,1.2605853658536585
50,0.04,5,11.115180487804876,6.401463414634149,9.54,1.575180487804876
50,0.04,6,11.421970731707315,6.401463414634149,9.54,1.8819707317073167
50,0.04,7,11.53828292682927,6.401463414634149,9.54,1.9982829268292688
50,0.04,8,11.719551219512194,6.401463414634149,9.54,2.1795512195121955
50,0.05,3,10.535317073170733,6.401463414634149,9.54,0.9953170731707317
50,0.05,4,11.115731707317071,6.401463414634149,9.54,1.5757317073170733
50,0.05,5,11.5089756097561,6.401463414634149,9.54,1.9689756097560978
50,0.05,6,11.892463414634147,6.401463414634149,9.54,2.3524634146341468
50,0.05,7,12.037853658536587,6.401463414634149,9.54,2.4978536585365854
50,0.05,8,12.264439024390244,6.401463414634149,9.54,2.724439024390243
50,0.06,3,10.734380487804879,6.401463414634149,9.54,1.194380487804879
50,0.06,4,11.430878048780485,6.401463414634149,9.54,1.890878048780487
50,0.06,5,11.90277073170732,6.401463414634149,9.54,2.362770731707317
50,0.06,6,12.36295609756097,6.401463414634149,9.54,2.822956097560974
50,0.06,7,12.537424390243897,6.401463414634149,9.54,2.9974243902439004
50,0.06,8,12.809326829268288,6.401463414634149,9.54,3.269326829268291
50,0.07,3,10.933443902439029,6.401463414634149,9.54,1.3934439024390255
50,0.07,4,11.746024390243901,6.401463414634149,9.54,2.206024390243904
50,0.07,5,12.296565853658539,6.401463414634149,9.54,2.7565658536585387
50,0.07,6,12.833448780487808,6.401463414634149,9.54,3.2934487804878083
50,0.07,7,13.036995121951222,6.401463414634149,9.54,3.4969951219512203
50,0.07,8,13.354214634146334,6.401463414634149,9.54,3.814214634146341
50,0.08,3,11.13250731707317,6.401463414634149,9.54,1.5925073170731707
50,0.08,4,12.061170731707318,6.401463414634149,9.54,2.521170731707317
50,0.08,5,12.690360975609751,6.401463414634149,9.54,3.150360975609752
50,0.08,6,13.303941463414633,6.401463414634149,9.54,3.7639414634146333
50,0.08,7,13.536565853658539,6.401463414634149,9.54,3.9965658536585376
50,0.08,8,13.899102439024388,6.401463414634149,9.54,4.359102439024391
50,0.09,3,11.331570731707318,6.401463414634149,9.54,1.7915707317073182
50,0.09,4,12.376317073170728,6.401463414634149,9.54,2.8363170731707297
50,0.09,5,13.084156097560975,6.401463414634149,9.54,3.5441560975609745
50,0.09,6,13.774434146341466,6.401463414634149,9.54,4.234434146341463
50,0.09,7,14.036136585365856,6.401463414634149,9.54,4.496136585365855
50,0.09,8,14.443990243902432,6.401463414634149,9.54,4.903990243902439
50,0.1,3,11.530634146341466,6.401463414634149,9.54,1.9906341463414634
50,0.1,4,12.691463414634146,6.401463414634149,9.54,3.1514634146341467
50,0.1,5,13.477951219512192,6.401463414634149,9.54,3.9379512195121955
50,0.1,6,14.244926829268296,6.401463414634149,9.54,4.7049268292682935
50,0.1,7,14.53570731707317,6.401463414634149,9.54,4.995707317073171
50,0.1,8,14.988878048780487,6.401463414634149,9.54,5.448878048780486
