I,epsilon,chi,undercover_norm,cons_norm,understaffing_norm,perf_norm
50,0,3,4.240000000000001,7.054666666666667,4.24,0.0
50,0,4,4.240000000000001,7.054666666666667,4.24,0.0
50,0,5,4.240000000000001,7.054666666666667,4.24,0.0
50,0,6,4.240000000000001,7.054666666666667,4.24,0.0
50,0,7,4.240000000000001,7.054666666666667,4.24,0.0
50,0,8,4.240000000000001,7.054666666666667,4.24,0.0
50,0.01,3,4.54992,7.054666666666667,4.24,0.3099200000000001
50,0.01,4,4.685066666666668,7.054666666666667,4.24,0.4450666666666666
50,0.01,5,4.782906666666666,7.054666666666667,4.24,0.5429066666666666
50,0.01,6,4.84644,7.054666666666667,4.24,0.60644
50,0.01,7,4.8791199999999995,7.054666666666667,4.24,0.63912
50,0.01,8,4.920933333333334,7.054666666666667,4.24,0.6809333333333336
50,0.02,3,4.859840000000001,7.054666666666667,4.24,0.6198400000000002
50,0.02,4,5.130133333333333,7.054666666666667,4.24,0.8901333333333332
50,0.02,5,5.325813333333333,7.054666666666667,4.24,1.0858133333333333
50,0.02,6,5.452880000000001,7.054666666666667,4.24,1.21288
50,0.02,7,5.5182400000000005,7.054666666666667,4.24,1.27824
50,0.02,8,5.601866666666666,7.054666666666667,4.24,1.3618666666666672
50,0.03,3,5.16976,7.054666666666667,4.24,0.9297600000000001
50,0.03,4,5.5752,7.054666666666667,4.24,1.3352
50,0.03,5,5.868720000000001,7.054666666666667,4.24,1.6287200000000008
50,0.03,6,6.0593200000000005,7.054666666666667,4.24,1.8193199999999996
50,0.03,7,6.157360000000001,7.054666666666667,4.24,1.91736
50,0.03,8,6.282800000000001,7.054666666666667,4.24,2.0427999999999997
50,0.04,3,5.47968,7.054666666666667,4.24,1.2396800000000003
50,0.04,4,6.020266666666666,7.054666666666667,4.24,1.7802666666666664
50,0.04,5,6.411626666666667,7.054666666666667,4.24,2.1716266666666666
50,0.04,6,6.665760000000001,7.054666666666667,4.24,2.42576
50,0.04,7,6.796480000000002,7.054666666666667,4.24,2.55648
50,0.04,8,6.963733333333334,7.054666666666667,4.24,2.7237333333333344
50,0.05,3,5.789599999999999,7.054666666666667,4.24,1.5496
50,0.05,4,6.465333333333335,7.054666666666667,4.24,2.2253333333333334
50,0.05,5,6.954533333333333,7.054666666666667,4.24,2.7145333333333332
50,0.05,6,7.2722000000000016,7.054666666666667,4.24,3.032199999999999
50,0.05,7,7.4356,7.054666666666667,4.24,3.1956
50,0.05,8,7.644666666666667,7.054666666666667,4.24,3.404666666666667
50,0.06,3,6.099519999999999,7.054666666666667,4.24,1.8595200000000003
50,0.06,4,6.9104,7.054666666666667,4.24,2.6704
50,0.06,5,7.497440000000001,7.054666666666667,4.24,3.2574400000000017
50,0.06,6,7.87864,7.054666666666667,4.24,3.638639999999999
50,0.06,7,8.074720000000001,7.054666666666667,4.24,3.83472
50,0.06,8,8.3256,7.054666666666667,4.24,4.0855999999999995
50,0.07,3,6.40944,7.054666666666667,4.24,2.16944
50,0.07,4,7.355466666666664,7.054666666666667,4.24,3.115466666666665
50,0.07,5,8.040346666666666,7.054666666666667,4.24,3.800346666666667
50,0.07,6,8.48508,7.054666666666667,4.24,4.245079999999999
50,0.07,7,8.713840000000001,7.054666666666667,4.24,4.47384
50,0.07,8,9.006533333333334,7.054666666666667,4.24,4.766533333333334
50,0.08,3,6.719360000000001,7.054666666666667,4.24,2.4793600000000007
50,0.08,4,7.800533333333333,7.054666666666667,4.24,3.560533333333333
50,0.08,5,8.583253333333333,7.054666666666667,4.24,4.343253333333333
50,0.08,6,9.091520000000001,7.054666666666667,4.24,4.85152
50,0.08,7,9.35296,7.054666666666667,4.24,5.11296
50,0.08,8,9.687466666666667,7.054666666666667,4.24,5.447466666666669
50,0.09,3,7.02928,7.054666666666667,4.24,2.7892799999999998
50,0.09,4,8.245599999999998,7.054666666666667,4.24,4.005599999999999
50,0.09,5,9.12616,7.054666666666667,4.24,4.886160000000002
50,0.09,6,9.69796,7.054666666666667,4.24,5.457960000000002
50,0.09,7,9.992079999999998,7.054666666666667,4.24,5.7520799999999985
50,0.09,8,10.368400000000001,7.054666666666667,4.24,6.1284
50,0.1,3,7.339200000000002,7.054666666666667,4.24,3.0992
50,0.1,4,8.690666666666667,7.054666666666667,4.24,4.450666666666667
50,0.1,5,9.669066666666664,7.054666666666667,4.24,5.4290666666666665
50,0.1,6,10.304399999999998,7.054666666666667,4.24,6.064399999999998
50,0.1,7,10.6312,7.054666666666667,4.24,6.3912
50,0.1,8,11.049333333333333,7.054666666666667,4.24,6.809333333333334
