I,pattern,epsilon,chi,undercover_n,undercover_norm_n,cons_n,cons_norm_n,perf_n,perf_norm_n,max_auto_n,min_auto_n,mean_auto_n,lagrange_n
100,Medium,0,3,1179.0,11.789999999999983,634.4851486769983,6.344851486769989,0.0,0.0,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0,4,1179.0,11.789999999999983,634.4851486769983,6.344851486769989,0.0,0.0,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0,5,1179.0,11.789999999999983,634.4851486769983,6.344851486769989,0.0,0.0,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0,6,1179.0,11.789999999999983,634.4851486769983,6.344851486769989,0.0,0.0,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0,7,1179.0,11.789999999999983,634.4851486769983,6.344851486769989,0.0,0.0,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0,8,1179.0,11.789999999999983,634.4851486769983,6.344851486769989,0.0,0.0,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.01,3,1200.4665346629063,12.004665346629062,634.4851486769983,6.344851486769989,21.46653466290632,0.21466534662906303,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.01,4,1209.8521782272626,12.098521782272629,634.4851486769983,6.344851486769989,30.852178227262755,0.3085217822726278,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.01,5,1214.9038613955797,12.149038613955799,634.4851486769983,6.344851486769989,35.903861395579575,0.35903861395579567,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.01,6,1217.7210891183522,12.177210891183522,634.4851486769983,6.344851486769989,38.72108911835181,0.38721089118351826,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.01,7,1220.3969307025102,12.203969307025101,634.4851486769983,6.344851486769989,41.39693070251026,0.4139693070251025,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.01,8,1224.518712880728,12.24518712880728,634.4851486769983,6.344851486769989,45.518712880728074,0.45518712880728046,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.02,3,1221.9330693258123,12.21933069325812,634.4851486769983,6.344851486769989,42.93306932581264,0.42933069325812606,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.02,4,1240.7043564545259,12.407043564545257,634.4851486769983,6.344851486769989,61.70435645452551,0.6170435645452556,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.02,5,1250.8077227911592,12.508077227911592,634.4851486769983,6.344851486769989,71.80772279115915,0.7180772279115913,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.02,6,1256.4421782367035,12.564421782367035,634.4851486769983,6.344851486769989,77.44217823670363,0.7744217823670365,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.02,7,1261.7938614050204,12.617938614050209,634.4851486769983,6.344851486769989,82.79386140502052,0.827938614050205,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.02,8,1270.0374257614558,12.700374257614564,634.4851486769983,6.344851486769989,91.03742576145615,0.9103742576145609,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.03,3,1243.3996039887186,12.433996039887193,634.4851486769983,6.344851486769989,64.39960398871897,0.6439960398871898,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.03,4,1271.5565346817884,12.715565346817884,634.4851486769983,6.344851486769989,92.55653468178815,0.9255653468178815,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.03,5,1286.711584186739,12.867115841867381,634.4851486769983,6.344851486769989,107.7115841867387,1.077115841867387,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.03,6,1295.1632673550562,12.951632673550554,634.4851486769983,6.344851486769989,116.16326735505557,1.1616326735505562,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.03,7,1303.1907921075313,13.031907921075318,634.4851486769983,6.344851486769989,124.19079210753087,1.2419079210753081,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.03,8,1315.556138642184,13.155561386421839,634.4851486769983,6.344851486769989,136.5561386421842,1.3655613864218425,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.04,3,1264.8661386516258,12.648661386516249,634.4851486769983,6.344851486769989,85.86613865162528,0.8586613865162521,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.04,4,1302.4087129090506,13.024087129090512,634.4851486769983,6.344851486769989,123.40871290905102,1.234087129090511,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.04,5,1322.6154455823187,13.226154455823181,634.4851486769983,6.344851486769989,143.6154455823183,1.4361544558231827,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.04,6,1333.8843564734075,13.338843564734068,634.4851486769983,6.344851486769989,154.88435647340725,1.548843564734073,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.04,7,1344.5877228100405,13.445877228100404,634.4851486769983,6.344851486769989,165.58772281004104,1.65587722810041,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.04,8,1361.0748515229122,13.61074851522912,634.4851486769983,6.344851486769989,182.0748515229123,1.8207485152291218,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.05,3,1286.3326733145316,12.863326733145318,634.4851486769983,6.344851486769989,107.33267331453148,1.073326733145315,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.05,4,1333.2608911363143,13.332608911363137,634.4851486769983,6.344851486769989,154.2608911363136,1.5426089113631347,0.38961,-0.48472,-0.18357,1179.0
100,Medium,0.05,5,1358.5193069778975,13.585193069778983,634.4851486769983,6.344851486769989,179.5193069778979,1.7951930697789793,0.38961,-0.48472,-0.18357,1179.0
